Feature,Missing Values,Infinite Values,Unique Values,Variance,Constant,Low Variance,Invalid
LiftHold_Left_AccY_RMS,0,0,469,0.0007769392959740028,False,False,False
LiftHold_Right_AccY_RMS,0,0,469,0.0007293772803205113,False,False,False
PointFinger_Left_AccY_RMS,0,0,469,0.009698000331253837,False,False,False
PointFinger_Right_AccY_RMS,0,0,469,0.008212259592237434,False,False,False
RelaxedTask_Left_AccY_RMS,0,0,469,0.005402101844351002,False,False,False
RelaxedTask_Right_AccY_RMS,0,0,469,0.0049258791605958545,False,False,False
Relaxed_Left_AccY_RMS,0,0,469,0.0020135436616411165,False,False,False
Relaxed_Right_AccY_RMS,0,0,469,0.0013437946845174485,False,False,False
StretchHold_Left_AccY_RMS,0,0,469,0.000785478769432453,False,False,False
StretchHold_Right_AccY_RMS,0,0,469,0.001308673926493558,False,False,False
TouchIndex_Left_AccY_RMS,0,0,469,0.0032220571921980404,False,False,False
TouchIndex_Right_AccY_RMS,0,0,469,0.0032253926833093025,False,False,False
TouchNose_Left_AccY_RMS,0,0,469,0.012694552217244668,False,False,False
TouchNose_Right_AccY_RMS,0,0,469,0.013786968907682462,False,False,False
CrossArms_Left_AccY_Energy,0,0,469,102.606638844391,False,False,False
CrossArms_Right_AccY_Energy,0,0,469,1510.4735650299297,False,False,False
DrinkGlas_Left_AccY_Energy,0,0,469,426.8842993900761,False,False,False
DrinkGlas_Right_AccY_Energy,0,0,469,1757.471458401761,False,False,False
Entrainment_Left_AccY_Energy,0,0,469,595.036521984696,False,False,False
Entrainment_Right_AccY_Energy,0,0,469,1244.1544266502576,False,False,False
HoldWeight_Left_AccY_Energy,0,0,469,8.172524412266378,False,False,False
HoldWeight_Right_AccY_Energy,0,0,469,83.24690181249966,False,False,False
LiftHold_Left_AccY_Energy,0,0,469,37.44681560458307,False,False,False
LiftHold_Right_AccY_Energy,0,0,469,26.278012462540463,False,False,False
PointFinger_Left_AccY_Energy,0,0,469,3303.8027592753983,False,False,False
PointFinger_Right_AccY_Energy,0,0,469,2549.4162780662887,False,False,False
RelaxedTask_Left_AccY_Energy,0,0,469,9094.091519916004,False,False,False
RelaxedTask_Right_AccY_Energy,0,0,469,9420.6467350631,False,False,False
Relaxed_Left_AccY_Energy,0,0,469,1560.2215509555979,False,False,False
Relaxed_Right_AccY_Energy,0,0,469,442.8094963102195,False,False,False
StretchHold_Left_AccY_Energy,0,0,469,24.240052444901725,False,False,False
StretchHold_Right_AccY_Energy,0,0,469,151.14462142174406,False,False,False
TouchIndex_Left_AccY_Energy,0,0,469,327.89898197822595,False,False,False
TouchIndex_Right_AccY_Energy,0,0,469,397.4164961284849,False,False,False
TouchNose_Left_AccY_Energy,0,0,469,10191.75060400608,False,False,False
TouchNose_Right_AccY_Energy,0,0,469,11657.612842253377,False,False,False
CrossArms_Left_AccZ_Mean,0,0,469,1.3594747230004885e-06,False,False,False
CrossArms_Right_AccZ_Mean,0,0,469,1.175390624915249e-06,False,False,False
DrinkGlas_Left_AccZ_Mean,0,0,469,8.197452274412339e-07,False,True,False
DrinkGlas_Right_AccZ_Mean,0,0,469,1.3523593520419973e-06,False,False,False
Entrainment_Left_AccZ_Mean,0,0,469,1.2752609242096123e-07,False,True,False
Entrainment_Right_AccZ_Mean,0,0,469,1.3050247998701774e-07,False,True,False
HoldWeight_Left_AccZ_Mean,0,0,469,1.2575985322054107e-07,False,True,False
HoldWeight_Right_AccZ_Mean,0,0,469,1.2362554980767715e-07,False,True,False
LiftHold_Left_AccZ_Mean,0,0,469,5.961956767798732e-07,False,True,False
LiftHold_Right_AccZ_Mean,0,0,469,5.562394399283922e-07,False,True,False
PointFinger_Left_AccZ_Mean,0,0,469,2.773040698522501e-06,False,False,False
PointFinger_Right_AccZ_Mean,0,0,469,2.460189973862159e-06,False,False,False
RelaxedTask_Left_AccZ_Mean,0,0,469,9.577026758397013e-09,False,True,False
RelaxedTask_Right_AccZ_Mean,0,0,469,9.001531501470408e-09,False,True,False
Relaxed_Left_AccZ_Mean,0,0,469,1.1545050999196137e-08,False,True,False
Relaxed_Right_AccZ_Mean,0,0,469,6.116775087864251e-09,False,True,False
StretchHold_Left_AccZ_Mean,0,0,469,1.379712469607757e-07,False,True,False
StretchHold_Right_AccZ_Mean,0,0,469,1.8973145563233336e-07,False,True,False
TouchIndex_Left_AccZ_Mean,0,0,469,1.8238911492003974e-06,False,False,False
TouchIndex_Right_AccZ_Mean,0,0,469,1.7472282978663072e-06,False,False,False
TouchNose_Left_AccZ_Mean,0,0,469,2.8199050523064044e-06,False,False,False
TouchNose_Right_AccZ_Mean,0,0,469,2.725414774019137e-06,False,False,False
CrossArms_Left_AccZ_Median,0,0,469,3.66523521573893e-06,False,False,False
CrossArms_Right_AccZ_Median,0,0,469,1.3930660105467319e-05,False,False,False
DrinkGlas_Left_AccZ_Median,0,0,469,5.167579633503913e-06,False,False,False
DrinkGlas_Right_AccZ_Median,0,0,469,5.2788305830824255e-06,False,False,False
Entrainment_Left_AccZ_Median,0,0,469,3.4104180912778184e-05,False,False,False
Entrainment_Right_AccZ_Median,0,0,469,4.86296199056184e-05,False,False,False
HoldWeight_Left_AccZ_Median,0,0,469,1.2028419907883772e-05,False,False,False
HoldWeight_Right_AccZ_Median,0,0,469,2.9579049779540803e-05,False,False,False
LiftHold_Left_AccZ_Median,0,0,469,2.315810097791878e-06,False,False,False
LiftHold_Right_AccZ_Median,0,0,469,6.963529151279537e-06,False,False,False
PointFinger_Left_AccZ_Median,0,0,469,0.0007614824082644355,False,False,False
PointFinger_Right_AccZ_Median,0,0,469,0.000614821561903537,False,False,False
RelaxedTask_Left_AccZ_Median,0,0,469,0.0001417593416382863,False,False,False
RelaxedTask_Right_AccZ_Median,0,0,469,4.3226763194805614e-05,False,False,False
Relaxed_Left_AccZ_Median,0,0,469,1.8404908073234566e-05,False,False,False
Relaxed_Right_AccZ_Median,0,0,469,1.3087589404468786e-05,False,False,False
StretchHold_Left_AccZ_Median,0,0,469,4.395779879832829e-06,False,False,False
StretchHold_Right_AccZ_Median,0,0,469,3.997857868859877e-05,False,False,False
TouchIndex_Left_AccZ_Median,0,0,469,0.00011538997575347214,False,False,False
TouchIndex_Right_AccZ_Median,0,0,469,0.00011653296591258553,False,False,False
TouchNose_Left_AccZ_Median,0,0,469,0.0006323030760917581,False,False,False
TouchNose_Right_AccZ_Median,0,0,469,0.0007622140076534571,False,False,False
CrossArms_Left_AccZ_Std,0,0,469,0.002487967495461179,False,False,False
CrossArms_Right_AccZ_Std,0,0,469,0.005289934674335403,False,False,False
DrinkGlas_Left_AccZ_Std,0,0,469,0.0024293189306831436,False,False,False
DrinkGlas_Right_AccZ_Std,0,0,469,0.0032934356722551534,False,False,False
Entrainment_Left_AccZ_Std,0,0,469,0.0020822974399731715,False,False,False
Entrainment_Right_AccZ_Std,0,0,469,0.0020582052543991324,False,False,False
HoldWeight_Left_AccZ_Std,0,0,469,0.0007658275036258355,False,False,False
HoldWeight_Right_AccZ_Std,0,0,469,0.0013792883008893887,False,False,False
LiftHold_Left_AccZ_Std,0,0,469,0.00042823227058598576,False,False,False
LiftHold_Right_AccZ_Std,0,0,469,0.0007539164484826862,False,False,False
PointFinger_Left_AccZ_Std,0,0,469,0.015239090941192655,False,False,False
PointFinger_Right_AccZ_Std,0,0,469,0.012936848481894164,False,False,False
RelaxedTask_Left_AccZ_Std,0,0,469,0.0023374392534393986,False,False,False
RelaxedTask_Right_AccZ_Std,0,0,469,0.002407363356034296,False,False,False
Relaxed_Left_AccZ_Std,0,0,469,0.0012816398275970677,False,False,False
Relaxed_Right_AccZ_Std,0,0,469,0.0009578367520825393,False,False,False
StretchHold_Left_AccZ_Std,0,0,469,0.0004644422707944647,False,False,False
StretchHold_Right_AccZ_Std,0,0,469,0.001454897048648322,False,False,False
TouchIndex_Left_AccZ_Std,0,0,469,0.0028414447883612745,False,False,False
TouchIndex_Right_AccZ_Std,0,0,469,0.0030263974646066267,False,False,False
TouchNose_Left_AccZ_Std,0,0,469,0.015644842828971564,False,False,False
TouchNose_Right_AccZ_Std,0,0,469,0.01612125945597997,False,False,False
CrossArms_Left_AccZ_Min,0,0,469,0.07172501244631796,False,False,False
CrossArms_Right_AccZ_Min,0,0,469,0.06332478908232798,False,False,False
DrinkGlas_Left_AccZ_Min,0,0,469,0.6122093298112854,False,False,False
DrinkGlas_Right_AccZ_Min,0,0,469,0.781897631539466,False,False,False
Entrainment_Left_AccZ_Min,0,0,469,0.031147309668178375,False,False,False
Entrainment_Right_AccZ_Min,0,0,469,0.035741145891428565,False,False,False
HoldWeight_Left_AccZ_Min,0,0,469,0.009644488777209432,False,False,False
HoldWeight_Right_AccZ_Min,0,0,469,0.02086799463054986,False,False,False
LiftHold_Left_AccZ_Min,0,0,469,0.018107895463329804,False,False,False
LiftHold_Right_AccZ_Min,0,0,469,0.015122784880477661,False,False,False
PointFinger_Left_AccZ_Min,0,0,469,1.719559418114055,False,False,False
PointFinger_Right_AccZ_Min,0,0,469,1.8915420654293227,False,False,False
RelaxedTask_Left_AccZ_Min,0,0,469,0.038194796061949844,False,False,False
RelaxedTask_Right_AccZ_Min,0,0,469,0.03888422315413642,False,False,False
Relaxed_Left_AccZ_Min,0,0,469,0.06905585124802727,False,False,False
Relaxed_Right_AccZ_Min,0,0,469,0.01689099208838897,False,False,False
StretchHold_Left_AccZ_Min,0,0,469,0.021479930368307438,False,False,False
StretchHold_Right_AccZ_Min,0,0,469,0.039585498934064565,False,False,False
TouchIndex_Left_AccZ_Min,0,0,469,0.08978020438613385,False,False,False
TouchIndex_Right_AccZ_Min,0,0,469,0.08779194642488006,False,False,False
TouchNose_Left_AccZ_Min,0,0,469,1.270931151211484,False,False,False
TouchNose_Right_AccZ_Min,0,0,469,1.4155261413138793,False,False,False
CrossArms_Left_AccZ_Max,0,0,469,0.04402803539339729,False,False,False
CrossArms_Right_AccZ_Max,0,0,469,0.11696650657122802,False,False,False
DrinkGlas_Left_AccZ_Max,0,0,469,0.06071115802782995,False,False,False
DrinkGlas_Right_AccZ_Max,0,0,469,0.05377409204006364,False,False,False
Entrainment_Left_AccZ_Max,0,0,469,0.026283004335628888,False,False,False
Entrainment_Right_AccZ_Max,0,0,469,0.032430390504427184,False,False,False
HoldWeight_Left_AccZ_Max,0,0,469,0.008106860517140282,False,False,False
HoldWeight_Right_AccZ_Max,0,0,469,0.014004101057410772,False,False,False
LiftHold_Left_AccZ_Max,0,0,469,0.009405515939804059,False,False,False
LiftHold_Right_AccZ_Max,0,0,469,0.016341646424048468,False,False,False
PointFinger_Left_AccZ_Max,0,0,469,0.07808953660861624,False,False,False
PointFinger_Right_AccZ_Max,0,0,469,0.07289241830938628,False,False,False
RelaxedTask_Left_AccZ_Max,0,0,469,0.020573540470253927,False,False,False
RelaxedTask_Right_AccZ_Max,0,0,469,0.021347109725113,False,False,False
Relaxed_Left_AccZ_Max,0,0,469,0.01502641080689323,False,False,False
Relaxed_Right_AccZ_Max,0,0,469,0.008783086986821906,False,False,False
StretchHold_Left_AccZ_Max,0,0,469,0.007588653583718944,False,False,False
StretchHold_Right_AccZ_Max,0,0,469,0.015199830912897113,False,False,False
TouchIndex_Left_AccZ_Max,0,0,469,0.04708315712190432,False,False,False
TouchIndex_Right_AccZ_Max,0,0,469,0.03684955472782886,False,False,False
TouchNose_Left_AccZ_Max,0,0,469,0.17356204008450815,False,False,False
TouchNose_Right_AccZ_Max,0,0,469,0.15865078442500222,False,False,False
CrossArms_Left_AccZ_Range,0,0,469,0.19830601773157625,False,False,False
CrossArms_Right_AccZ_Range,0,0,469,0.32238106193490773,False,False,False
DrinkGlas_Left_AccZ_Range,0,0,469,0.9357678774148698,False,False,False
DrinkGlas_Right_AccZ_Range,0,0,469,1.0888627362261103,False,False,False
Entrainment_Left_AccZ_Range,0,0,469,0.10625315961516107,False,False,False
Entrainment_Right_AccZ_Range,0,0,469,0.1199802481475027,False,False,False
HoldWeight_Left_AccZ_Range,0,0,469,0.03392414649151046,False,False,False
HoldWeight_Right_AccZ_Range,0,0,469,0.06580004998701595,False,False,False
LiftHold_Left_AccZ_Range,0,0,469,0.048771308275832516,False,False,False
LiftHold_Right_AccZ_Range,0,0,469,0.05699378966754573,False,False,False
PointFinger_Left_AccZ_Range,0,0,469,2.3461387890408107,False,False,False
PointFinger_Right_AccZ_Range,0,0,469,2.5291509582047955,False,False,False
RelaxedTask_Left_AccZ_Range,0,0,469,0.11198098450216387,False,False,False
RelaxedTask_Right_AccZ_Range,0,0,469,0.11475297295430371,False,False,False
Relaxed_Left_AccZ_Range,0,0,469,0.14069830725676918,False,False,False
Relaxed_Right_AccZ_Range,0,0,469,0.04856974456052263,False,False,False
StretchHold_Left_AccZ_Range,0,0,469,0.051504605895000784,False,False,False
StretchHold_Right_AccZ_Range,0,0,469,0.09862533884603127,False,False,False
TouchIndex_Left_AccZ_Range,0,0,469,0.20611941902997183,False,False,False
TouchIndex_Right_AccZ_Range,0,0,469,0.19341916216027918,False,False,False
TouchNose_Left_AccZ_Range,0,0,469,1.900735771087211,False,False,False
TouchNose_Right_AccZ_Range,0,0,469,1.9629214264806882,False,False,False
CrossArms_Left_AccZ_IQR,0,0,469,0.0028944438755526603,False,False,False
CrossArms_Right_AccZ_IQR,0,0,469,0.006110238791345059,False,False,False
DrinkGlas_Left_AccZ_IQR,0,0,469,0.0020309907872966375,False,False,False
DrinkGlas_Right_AccZ_IQR,0,0,469,0.0019169173054177661,False,False,False
Entrainment_Left_AccZ_IQR,0,0,469,0.0034699938841033207,False,False,False
Entrainment_Right_AccZ_IQR,0,0,469,0.003846469422718025,False,False,False
HoldWeight_Left_AccZ_IQR,0,0,469,0.0016124510748030116,False,False,False
HoldWeight_Right_AccZ_IQR,0,0,469,0.002248725213282752,False,False,False
LiftHold_Left_AccZ_IQR,0,0,469,0.0003306291175115455,False,False,False
LiftHold_Right_AccZ_IQR,0,0,469,0.0008420523729394383,False,False,False
PointFinger_Left_AccZ_IQR,0,0,469,0.011169499272739457,False,False,False
PointFinger_Right_AccZ_IQR,0,0,469,0.010312063316200293,False,False,False
RelaxedTask_Left_AccZ_IQR,0,0,469,0.004394345015070128,False,False,False
RelaxedTask_Right_AccZ_IQR,0,0,469,0.0036324012122382443,False,False,False
Relaxed_Left_AccZ_IQR,0,0,469,0.0012268271434946595,False,False,False
Relaxed_Right_AccZ_IQR,0,0,469,0.0017501416196194078,False,False,False
StretchHold_Left_AccZ_IQR,0,0,469,0.000506061566018945,False,False,False
StretchHold_Right_AccZ_IQR,0,0,469,0.0024134056135285058,False,False,False
TouchIndex_Left_AccZ_IQR,0,0,469,0.005245240311967205,False,False,False
TouchIndex_Right_AccZ_IQR,0,0,469,0.005754871835076481,False,False,False
TouchNose_Left_AccZ_IQR,0,0,469,0.017723811386435917,False,False,False
TouchNose_Right_AccZ_IQR,0,0,469,0.017709665831657433,False,False,False
CrossArms_Left_AccZ_RMS,0,0,469,0.0024852228145069264,False,False,False
CrossArms_Right_AccZ_RMS,0,0,469,0.005284261378971908,False,False,False
DrinkGlas_Left_AccZ_RMS,0,0,469,0.0024266752895001032,False,False,False
DrinkGlas_Right_AccZ_RMS,0,0,469,0.0032899718899698184,False,False,False
Entrainment_Left_AccZ_RMS,0,0,469,0.002081241037991296,False,False,False
Entrainment_Right_AccZ_RMS,0,0,469,0.002057170907846801,False,False,False
HoldWeight_Left_AccZ_RMS,0,0,469,0.0007650403496428426,False,False,False
HoldWeight_Right_AccZ_RMS,0,0,469,0.001377884437077217,False,False,False
LiftHold_Left_AccZ_RMS,0,0,469,0.00042779930586973907,False,False,False
LiftHold_Right_AccZ_RMS,0,0,469,0.0007531175959340565,False,False,False
PointFinger_Left_AccZ_RMS,0,0,469,0.015223564334916048,False,False,False
PointFinger_Right_AccZ_RMS,0,0,469,0.012923680756647255,False,False,False
RelaxedTask_Left_AccZ_RMS,0,0,469,0.0023362720335418675,False,False,False
RelaxedTask_Right_AccZ_RMS,0,0,469,0.002406160196022837,False,False,False
Relaxed_Left_AccZ_RMS,0,0,469,0.001281002829475247,False,False,False
Relaxed_Right_AccZ_RMS,0,0,469,0.0009573552806720219,False,False,False
StretchHold_Left_AccZ_RMS,0,0,469,0.000464006915000422,False,False,False
StretchHold_Right_AccZ_RMS,0,0,469,0.0014534612851570966,False,False,False
TouchIndex_Left_AccZ_RMS,0,0,469,0.0028385513375888028,False,False,False
TouchIndex_Right_AccZ_RMS,0,0,469,0.0030232928750890307,False,False,False
TouchNose_Left_AccZ_RMS,0,0,469,0.015628995136715715,False,False,False
TouchNose_Right_AccZ_RMS,0,0,469,0.01610457445149092,False,False,False
CrossArms_Left_AccZ_Energy,0,0,469,982.9704810513043,False,False,False
CrossArms_Right_AccZ_Energy,0,0,469,4417.604933876131,False,False,False
DrinkGlas_Left_AccZ_Energy,0,0,469,203.20479752513748,False,False,False
DrinkGlas_Right_AccZ_Energy,0,0,469,514.9597432331965,False,False,False
Entrainment_Left_AccZ_Energy,0,0,469,477.7539719895892,False,False,False
Entrainment_Right_AccZ_Energy,0,0,469,716.0555534917808,False,False,False
HoldWeight_Left_AccZ_Energy,0,0,469,36.46644057383094,False,False,False
HoldWeight_Right_AccZ_Energy,0,0,469,144.3567830977915,False,False,False
LiftHold_Left_AccZ_Energy,0,0,469,10.37120195343682,False,False,False
LiftHold_Right_AccZ_Energy,0,0,469,52.26116334792327,False,False,False
PointFinger_Left_AccZ_Energy,0,0,469,7371.034654890193,False,False,False
PointFinger_Right_AccZ_Energy,0,0,469,4614.277194483979,False,False,False
RelaxedTask_Left_AccZ_Energy,0,0,469,2802.960425664514,False,False,False
RelaxedTask_Right_AccZ_Energy,0,0,469,2440.877826449778,False,False,False
Relaxed_Left_AccZ_Energy,0,0,469,1068.947735129381,False,False,False
Relaxed_Right_AccZ_Energy,0,0,469,325.9870175443616,False,False,False
StretchHold_Left_AccZ_Energy,0,0,469,8.963019736126766,False,False,False
StretchHold_Right_AccZ_Energy,0,0,469,184.92546645371462,False,False,False
TouchIndex_Left_AccZ_Energy,0,0,469,263.44063206810796,False,False,False
TouchIndex_Right_AccZ_Energy,0,0,469,358.23335373349266,False,False,False
TouchNose_Left_AccZ_Energy,0,0,469,7898.6391580827485,False,False,False
TouchNose_Right_AccZ_Energy,0,0,469,8046.426511552451,False,False,False
CrossArms_Left_GyroX_Mean,0,0,469,0.004842021738628681,False,False,False
CrossArms_Right_GyroX_Mean,0,0,469,0.005214718423722748,False,False,False
DrinkGlas_Left_GyroX_Mean,0,0,469,0.00370713029231434,False,False,False
DrinkGlas_Right_GyroX_Mean,0,0,469,0.0031463869750250457,False,False,False
Entrainment_Left_GyroX_Mean,0,0,469,0.00034850334116805204,False,False,False
Entrainment_Right_GyroX_Mean,0,0,469,0.0003647821855211853,False,False,False
HoldWeight_Left_GyroX_Mean,0,0,469,0.00020717214566059436,False,False,False
HoldWeight_Right_GyroX_Mean,0,0,469,0.0001316161398537033,False,False,False
LiftHold_Left_GyroX_Mean,0,0,469,0.0017954987906821792,False,False,False
LiftHold_Right_GyroX_Mean,0,0,469,0.0013722902518437516,False,False,False
PointFinger_Left_GyroX_Mean,0,0,469,0.00128779864973746,False,False,False
PointFinger_Right_GyroX_Mean,0,0,469,0.001000261920586316,False,False,False
RelaxedTask_Left_GyroX_Mean,0,0,469,1.9297682010683936e-05,False,False,False
RelaxedTask_Right_GyroX_Mean,0,0,469,2.432402162805262e-05,False,False,False
Relaxed_Left_GyroX_Mean,0,0,469,6.358446405606455e-05,False,False,False
Relaxed_Right_GyroX_Mean,0,0,469,2.1486496589787256e-05,False,False,False
StretchHold_Left_GyroX_Mean,0,0,469,0.0001286097114218903,False,False,False
StretchHold_Right_GyroX_Mean,0,0,469,0.0001780963179037667,False,False,False
TouchIndex_Left_GyroX_Mean,0,0,469,0.006301261477796229,False,False,False
TouchIndex_Right_GyroX_Mean,0,0,469,0.005891724762539922,False,False,False
TouchNose_Left_GyroX_Mean,0,0,469,0.007771477656556414,False,False,False
TouchNose_Right_GyroX_Mean,0,0,469,0.0059573010796360425,False,False,False
CrossArms_Left_GyroX_Median,0,0,469,0.0005281057243979915,False,False,False
CrossArms_Right_GyroX_Median,0,0,469,0.001047538936686054,False,False,False
DrinkGlas_Left_GyroX_Median,0,0,469,0.0031267227467160845,False,False,False
DrinkGlas_Right_GyroX_Median,0,0,469,0.0028754471302553887,False,False,False
Entrainment_Left_GyroX_Median,0,0,469,0.00024266171398460356,False,False,False
Entrainment_Right_GyroX_Median,0,0,469,0.0004071780842023001,False,False,False
HoldWeight_Left_GyroX_Median,0,0,469,0.0001156947115295553,False,False,False
HoldWeight_Right_GyroX_Median,0,0,469,0.00017527198311220198,False,False,False
LiftHold_Left_GyroX_Median,0,0,469,0.0003167833427590664,False,False,False
LiftHold_Right_GyroX_Median,0,0,469,0.0003955636580877618,False,False,False
PointFinger_Left_GyroX_Median,0,0,469,0.006790763412744047,False,False,False
PointFinger_Right_GyroX_Median,0,0,469,0.005186203283462652,False,False,False
RelaxedTask_Left_GyroX_Median,0,0,469,0.0008359129643329018,False,False,False
RelaxedTask_Right_GyroX_Median,0,0,469,0.0041444397020760325,False,False,False
Relaxed_Left_GyroX_Median,0,0,469,0.0001800886040006925,False,False,False
Relaxed_Right_GyroX_Median,0,0,469,0.0016744573927044474,False,False,False
StretchHold_Left_GyroX_Median,0,0,469,0.00019298634401284054,False,False,False
StretchHold_Right_GyroX_Median,0,0,469,0.0003867807138703223,False,False,False
TouchIndex_Left_GyroX_Median,0,0,469,0.007752428230987134,False,False,False
TouchIndex_Right_GyroX_Median,0,0,469,0.009721794126370932,False,False,False
TouchNose_Left_GyroX_Median,0,0,469,0.05659504339473094,False,False,False
TouchNose_Right_GyroX_Median,0,0,469,0.04123423452137786,False,False,False
CrossArms_Left_GyroX_Std,0,0,469,0.06562596697222564,False,False,False
CrossArms_Right_GyroX_Std,0,0,469,0.11229101914146267,False,False,False
DrinkGlas_Left_GyroX_Std,0,0,469,0.1338274963327124,False,False,False
DrinkGlas_Right_GyroX_Std,0,0,469,0.1665275106136033,False,False,False
Entrainment_Left_GyroX_Std,0,0,469,0.0813254155248049,False,False,False
Entrainment_Right_GyroX_Std,0,0,469,0.11579592535186622,False,False,False
HoldWeight_Left_GyroX_Std,0,0,469,0.050146989398673195,False,False,False
HoldWeight_Right_GyroX_Std,0,0,469,0.04771929859791295,False,False,False
LiftHold_Left_GyroX_Std,0,0,469,0.03093552948419227,False,False,False
LiftHold_Right_GyroX_Std,0,0,469,0.03609489067533181,False,False,False
PointFinger_Left_GyroX_Std,0,0,469,0.14788145098935052,False,False,False
PointFinger_Right_GyroX_Std,0,0,469,0.140573367326741,False,False,False
RelaxedTask_Left_GyroX_Std,0,0,469,0.11143189744162564,False,False,False
RelaxedTask_Right_GyroX_Std,0,0,469,0.1920675587459932,False,False,False
Relaxed_Left_GyroX_Std,0,0,469,0.04066347142595818,False,False,False
Relaxed_Right_GyroX_Std,0,0,469,0.08308427803888034,False,False,False
StretchHold_Left_GyroX_Std,0,0,469,0.027437708045900143,False,False,False
StretchHold_Right_GyroX_Std,0,0,469,0.04806842676762369,False,False,False
TouchIndex_Left_GyroX_Std,0,0,469,0.16567211198081586,False,False,False
TouchIndex_Right_GyroX_Std,0,0,469,0.16956831876015124,False,False,False
TouchNose_Left_GyroX_Std,0,0,469,1.0527010719707501,False,False,False
TouchNose_Right_GyroX_Std,0,0,469,1.009256602462778,False,False,False
CrossArms_Left_GyroX_Min,0,0,469,1.6801108420229156,False,False,False
CrossArms_Right_GyroX_Min,0,0,469,2.522644934915693,False,False,False
DrinkGlas_Left_GyroX_Min,0,0,469,2.8729677497538697,False,False,False
DrinkGlas_Right_GyroX_Min,0,0,469,3.8516162059308363,False,False,False
Entrainment_Left_GyroX_Min,0,0,469,2.900612188044475,False,False,False
Entrainment_Right_GyroX_Min,0,0,469,3.0392575617258393,False,False,False
HoldWeight_Left_GyroX_Min,0,0,469,0.4586818880846798,False,False,False
HoldWeight_Right_GyroX_Min,0,0,469,0.3901972347034401,False,False,False
LiftHold_Left_GyroX_Min,0,0,469,0.8312529877077856,False,False,False
LiftHold_Right_GyroX_Min,0,0,469,0.8792964656101827,False,False,False
PointFinger_Left_GyroX_Min,0,0,469,3.428574206361357,False,False,False
PointFinger_Right_GyroX_Min,0,0,469,2.705532112077881,False,False,False
RelaxedTask_Left_GyroX_Min,0,0,469,1.0314096454831274,False,False,False
RelaxedTask_Right_GyroX_Min,0,0,469,1.206005362672462,False,False,False
Relaxed_Left_GyroX_Min,0,0,469,1.098890760534989,False,False,False
Relaxed_Right_GyroX_Min,0,0,469,0.6676356027848429,False,False,False
StretchHold_Left_GyroX_Min,0,0,469,0.36381560495611676,False,False,False
StretchHold_Right_GyroX_Min,0,0,469,0.6258091678894607,False,False,False
TouchIndex_Left_GyroX_Min,0,0,469,2.663322367508074,False,False,False
TouchIndex_Right_GyroX_Min,0,0,469,2.4782716937925864,False,False,False
TouchNose_Left_GyroX_Min,0,0,469,7.152553659398383,False,False,False
TouchNose_Right_GyroX_Min,0,0,469,6.300052254572722,False,False,False
CrossArms_Left_GyroX_Max,0,0,469,2.148700712590669,False,False,False
CrossArms_Right_GyroX_Max,0,0,469,2.4061191820588173,False,False,False
DrinkGlas_Left_GyroX_Max,0,0,469,5.932866743485929,False,False,False
DrinkGlas_Right_GyroX_Max,0,0,469,6.116272868474617,False,False,False
Entrainment_Left_GyroX_Max,0,0,469,1.0456276659472672,False,False,False
Entrainment_Right_GyroX_Max,0,0,469,1.7495160597344803,False,False,False
HoldWeight_Left_GyroX_Max,0,0,469,0.39089146655025153,False,False,False
HoldWeight_Right_GyroX_Max,0,0,469,0.39366399762130067,False,False,False
LiftHold_Left_GyroX_Max,0,0,469,0.7884622413357708,False,False,False
LiftHold_Right_GyroX_Max,0,0,469,0.88042619132481,False,False,False
PointFinger_Left_GyroX_Max,0,0,469,2.178370701698615,False,False,False
PointFinger_Right_GyroX_Max,0,0,469,2.4076890197680227,False,False,False
RelaxedTask_Left_GyroX_Max,0,0,469,1.5295474396548752,False,False,False
RelaxedTask_Right_GyroX_Max,0,0,469,1.5235360749568962,False,False,False
Relaxed_Left_GyroX_Max,0,0,469,1.2232826358877558,False,False,False
Relaxed_Right_GyroX_Max,0,0,469,0.7111395039379778,False,False,False
StretchHold_Left_GyroX_Max,0,0,469,0.7128355220718262,False,False,False
StretchHold_Right_GyroX_Max,0,0,469,0.5074544695580504,False,False,False
TouchIndex_Left_GyroX_Max,0,0,469,2.5197772568179237,False,False,False
TouchIndex_Right_GyroX_Max,0,0,469,2.86432097084923,False,False,False
TouchNose_Left_GyroX_Max,0,0,469,10.33513945140445,False,False,False
TouchNose_Right_GyroX_Max,0,0,469,9.443932821417928,False,False,False
CrossArms_Left_GyroX_Range,0,0,469,5.702847040346779,False,False,False
CrossArms_Right_GyroX_Range,0,0,469,7.902852623393383,False,False,False
DrinkGlas_Left_GyroX_Range,0,0,469,13.932376132308393,False,False,False
DrinkGlas_Right_GyroX_Range,0,0,469,15.67709026195623,False,False,False
Entrainment_Left_GyroX_Range,0,0,469,6.283657663081455,False,False,False
Entrainment_Right_GyroX_Range,0,0,469,8.185888658196673,False,False,False
HoldWeight_Left_GyroX_Range,0,0,469,1.5880628381684163,False,False,False
HoldWeight_Right_GyroX_Range,0,0,469,1.5034511439476923,False,False,False
LiftHold_Left_GyroX_Range,0,0,469,2.763892744274392,False,False,False
LiftHold_Right_GyroX_Range,0,0,469,2.828554313284395,False,False,False
PointFinger_Left_GyroX_Range,0,0,469,8.693151248531747,False,False,False
PointFinger_Right_GyroX_Range,0,0,469,8.690707057679319,False,False,False
